word,pos,sentence
in,preposition,The survey found that one person in ten has a reading problem.
in,preposition,She’s deaf in her left ear.
in,preposition,I leaned out of the canoe and in doing so tipped it over.
in,adverb,Could you bring the clothes in for me?
in,adverb,"Why is it that whenever I call, you are never in?"
in,adverb,Just pencil in your answers on the attached sheet.
in,adverb,She’s been voted in for a second term as treasurer.
in,adjective,That new jazz club is the in place to go.
in,noun,Sal has an in with someone at the theater.
in,prefix,incomplete/incompletely
inch,noun,Twelve inches are equal to one foot.
inch,verb,We are inching towards an agreement.
inch,verb,Stock prices inched higher throughout the afternoon.
inch,noun,Eighteen inches of snow disrupted deliveries across the Midwest.
inch,verb,Crates inched along the conveyor belt on their way out of the warehouse.
incident,noun,an isolated/serious/unfortunate incident
incident,noun,"Despite fears of violence, the demonstration passed off without incident."
incident,adjective,an incident ray/wave
incident,noun,"Many shipping companies do not report incidents of piracy, for fear of raising their insurance rates."
include,verb,The bill includes tax and service.
include,verb,The hotel room charge includes breakfast.
include,verb,"The book has 360 pages, including the index."
include,verb,The report includes detailed financial information for the past five years.
include,verb,We'll include one client on the board because of his connections to the oil industry.
include,verb,An installation CD is included with the unit.
included,adjective,"The trip cost a total of £250, insurance included."
including,preposition,"Eight people, including two children, were injured in the explosion."
including,preposition,A customer base including 15 of the Fortune 100 companies is a strong start.
income,noun,Average incomes have risen by 4.5 percent over the past year.
income,noun,The company's income has greatly improved: profit rose more than 50 percent last year.
income,noun,"To qualify, you must have an income of $24,000 or less."
increase,verb,Incidents of armed robbery have increased over the last few years.
increase,noun,Recent price/tax increases are costing the average household £150 a month.
increase,noun,Homelessness is on the increase in many cities.
increase,verb,They’ve increased the price of gas by two cents a gallon.
increase,noun,There was a slight increase in unemployment last month.
increase,verb,Sales have increased by 10%.
increase,verb,An increasing number of customers shop online.
increase,verb,"Borrowers are becoming increasingly aware of their options, and tend to shop around."
increase,noun,"Customers stocked up, anticipating a January price increase."
increase,noun,Credit card fraud is on the increase.
increasingly,adverb,to be increasingly important/common
increasingly,adverb,She turned increasingly to radical diets to lose weight.
incredible,adjective,an incredible story
incredible,adjective,"Yeah, it was an incredible performance."
incredible,adjective,She showed incredible courage and determination in coming back from her injuries to compete again at the international level.
incredible,adjective,It was an incredible bargain.
incredibly,adverb,"Incredibly, no one was hurt in the accident."
incredibly,adverb,He was incredibly rich/angry/quick.
incredibly,adverb,"Incredibly, no one was hurt in the accident."
incredibly,adverb,He was incredibly rude.
indeed,adverb,"Indeed, it could be the worst environmental disaster in Europe this century."
indeed,adverb,"""Is this your dog?"" ""It is indeed.""/""Indeed it is."""
indeed,adverb,"For such creatures, speed is not important - indeed it is counterproductive."
indeed,exclamation,"""She said she won't come back until Monday."" ""Won't she, indeed?"""
indeed,adverb,"If he has indeed quit his job, I asked myself, why is he still here?"
indeed,adverb,"It was impossible to find work and, indeed, it became increasingly hard to keep looking for a job."
independent,adjective,An independent enquiry will determine whether the case should move forward.
independent,adjective,Belize became fully independent from Britain in 1981.
independent,adjective,Grandma's very independent and does all her own shopping and cooking.
independent,adjective,"As an independent filmmaker, the best advice I got was to take risks, because nobody will tell you what you can and can't do."
independent,noun,He left the Conservatives and stood as an independent.
independent,noun,She is gaining support among independents who have no political preference or who lean Democratic.
independent,noun,The band would rather sign to an independent than a major record label.
independent,adjective,an independent thinker
independent,adjective,"She used to be on staff, but now she’s an independent contractor."
independent,adjective,The telephone was actually invented independently by two different people at almost the same time.
independent,noun,She is gaining support among independents who have no political preference or who lean Democratic.
independent,adjective,The commission must remain independent of political control.
independent,adjective,an independent nation/state/country
independent,adjective,The association represents independent retailers.
independent,adjective,pupils from state and independent schools
independent,adjective,financially/economically independent
independent,adjective,It's important to seek independent advice.
independent,noun,The industry ranges from large retailers to small independents.
indicate,verb,Exploratory investigations have indicated large amounts of oil below the sea bed.
indicate,verb,The gauge indicates a temperature below freezing.
indicate,verb,Antihistamine is indicated for this patient as a treatment for her allergies.
indicate,verb,These statistics might indicate quality problems.
indicate,verb,Is that nod an indication of your agreement?
indicate,verb,Retailers should indicate to the consumer the exact weight of the produce.
indirect,adjective,The benefits from pure research are often indirect.
indirect,adjective,indirect criticism
indirect,adjective,to take an indirect route/flight
indirect,adjective,Several other people were hurt as an indirect result of his carelessness.
indirect,adjective,an indirect route
indirect,adjective,We decided to take an indirect approach to tackling the problem of absenteeism.
indirect,adjective,This is the indirect effect of a bad business climate that discourages companies from expanding here.
indirect,adjective,Bosses were indirectly blamed for a stressful environment.
individual,noun,Every individual has rights which must never be taken away.
individual,noun,"If nothing else, the school will turn her into an individual."
individual,adjective,Each individual table is finished by hand.
individual,adjective,We deal with each case on an individual basis.
individual,adjective,children with individual needs
individual,noun,We will remember him as an individual who always tried to make people happy.
individual,noun,Every company has its own individual style.
individual,noun,The children will first sing individually and then as a group.
individual,adjective,"In some individual cases, travel and related payments constitute gifts."
individual,adjective,Do you require family or individual health insurance?
individual,adjective,Each employee's claim will be considered individually.
individual,noun,The new tax would be calculated on the value of property owned by an individual.
indoor,adjective,indoor sports/activities
indoor,adjective,indoor sports
indoor,adjective,"Come indoors, it’s cold outside."
indoors,adverb,"Come indoors, it's cold outside."
industrial,adjective,industrial output
industrial,adjective,We would drink industrial quantities of coffee at every meeting.
industrial,noun,He owns a series of industrials across the US and beyond.
industrial,noun,On Thursday the industrials moved up more than 50 points.
industrial,noun,I'm not sure whether an industrial would work in my ear.
industrial,adjective,industrial output
industrial,adjective,Building ships has ranked for years as one of the more dangerous industrial jobs.
industrial,adjective,Orders for industrial equipment have increased.
industrial,adjective,These workers have some of the best wages in industrial America.
industrial,adjective,The rate cuts affect everything from home mortgages to commercial and industrial loans.
industrial,adjective,He lost his hand in an industrial accident in 2008.
industrial,adjective,a chemical that is used
industrial,noun,"Earnings reports from key companies in banking, technology and the industrials have been released."
industrial,noun,The trust invests in industrials.
industry,noun,trade and industry
industry,noun,the gas/electricity industry
industry,noun,the heritage industry
industry,noun,I must say that I'm very impressed by her industry.
industry,noun,business and industry
industry,noun,She’s worked in the banking and computer industries.
industry,noun,It takes industry and determination to complete a Ph.D.
industry,noun,industrialized nations
industry,noun,Every employee is expected to be competent and industrious.
industry,noun,We hope the government listens to the concerns of industry and drops its plans to introduce another crippling tax on business.
industry,noun,"In the construction industry, as in other industries, mechanization has had a major impact. "
infection,noun,a serious infection
infection,noun,You only have to open an attachment to pass the infection from computer to computer.
influence,noun,Helen's a bad/good influence on him.
influence,verb,She's very good at making friends and influencing people.
influence,verb,"Businesses make large contributions to members of Congress, hoping to influence their votes on key issues."
influence,noun,The kid next door is a bad/good influence on Kevin.
influence,noun,He is close enough to the President to exert influence.
influence,noun,"International influences in the form of technology, systems and capital have historically been a feature of industrialization and economic growth."
influence,verb,Many analysts regard the state of the U.S. job market as a major factor influencing consumer confidence.
inform,verb,The name of the dead man will not be released until his relatives have been informed.
inform,verb,Keep me informed about any job opportunities.
inform,verb,"She suspected illegality, and informed the police."
inform,verb,There are many factors that inform consumer choices.
inform,verb,The news media has an enormous capacity to inform and educate.
informal,adjective,The two groups agreed to hold an informal meeting.
informal,adjective,"""Hi"" is an informal way of greeting people."
informal,adjective,an informal gathering
informal,adjective,It’s OK to dress informally for the dinner party.
information,noun,Do you have any information about/on train times?
information,noun,an important piece of information
information,noun,Can you tell me where I can obtain further information?
information,noun,"All comments, rates, and dates are provided for information only."
information,noun,For more information visit www.cambridge.org.
information,noun,A copy of the document is enclosed for your information.
ingredient,noun,The list of ingredients included 250 g of almonds.
ingredient,noun,Trust is a vital ingredient in a successful marriage.
ingredient,noun,Combine all the ingredients for the stew.
ingredient,noun,Policymakers see capital investment as a key ingredient in an economic recovery.
ingredient,noun,"Commodities, such as steel, are important ingredients in building wind turbines."
initial,adjective,My initial surprise was soon replaced by delight.
initial,noun,"He wrote his initials, P.M.R., at the bottom of the page."
initial,verb,"If you make any changes to the document, please initial them."
initial,adjective,"She failed her driving test on the initial try, but passed the next time."
initial,adjective,"The ceremony, initially planned for this month, was postponed."
initial,noun,They will put your initials on the luggage for another $15.
initial,verb,Please initial each document.
initial,adjective,Economists had expected GDP growth to be revised upwards from last month's initial estimate of 0.6%.
initial,verb,Initial and date each page of the contract.
initial,verb,The two nations used the summit to initial a deal on energy cooperation.
initial,noun,He was dismissed for forging his manager's initials on the invoices.
initial,noun,The insurance giant AIG's initials stand for American International Group.
initially,adverb,"Initially, most people approved of the new plan."
initiative,noun,The peace initiative was welcomed by both sides.
initiative,noun,"Although she was quite young, she showed a lot of initiative and was promoted to manager after a year."
initiative,noun,"Some states acted under threat of litigation, and others on their own initiative."
initiative,noun,Leaders must seize/take the initiative rather than following public opinion.
initiative,noun,Lisa showed initiative on the job and was soon promoted.
initiative,noun,The defense secretary announced a major initiative to upgrade our military preparedness.
initiative,noun,a marketing/cost-cutting initiative
initiative,noun,The group's legal advisers said they were taking the initiative to tackle online privacy issues.
injure,verb,"A bomb exploded at the embassy, injuring several people."
injure,verb,"The bus careened out of control, injuring several people."
injure,verb,"Part of the roof collapsed, seriously injuring six employees."
injure,verb,The market leader claims it has been injured by false advertising.
injured,adjective,She was told to stay in bed to rest her injured back.
injured,adjective,It's nothing more than injured pride.
injured,noun,The injured were taken to several nearby hospitals.
injured,adjective,She was told to rest her injured back.
injured,plural noun,The injured were taken to several nearby hospitals.
injury,noun,a head/back/knee injury
injury,noun,He was removed from the game with a knee injury.
injury,noun,a long period of injury
injury,noun,The firm filed a lawsuit against the site to prevent serious injury to its reputation.
inner,adjective,Leading off the main hall is a series of small inner rooms.
inner,adjective,Sarah seemed to have a profound sense of inner peace.
inner,adjective,These islands lie between the bay’s outer and inner sections.
innocent,adjective,He firmly believes that she is innocent of the crime.
innocent,adjective,She has such an innocent face that I find it hard to believe anything bad of her.
innocent,adjective,Several innocent bystanders were injured in the explosion.
innocent,adjective,"It was an innocent remark, I didn't mean to hurt his feelings."
innocent,adjective,He pleaded innocent to all charges against him.
innocent,adjective,Some people innocently drove into the contaminated area.
insect,noun,"Ants, beetles, butterflies, and flies are all insects."
inside,noun,Did you clean the inside of the car?
inside,noun,Nobody knows how I really feel on the inside. 
inside,noun,She dabbed perfume on the inside of her wrist.
inside,noun,The dead seal's insides were spread all over the snow.
inside,adverb,"""Is Anna in the garden?"" ""No, she's inside (= in the house)."""
inside,adverb,She couldn't cope with the grief she felt inside.
inside,adverb,Her husband's inside for armed robbery.
inside,adverb,The fastball was low and inside.
inside,adverb,She had her sweater on inside out.
inside,preposition,What's inside the box?
inside,preposition,Who can tell what goes on inside his head?
inside,preposition,Investment banks are struggling to find a way of doing business that stays inside the rules.
inside,preposition,The new faster trains can do the journey inside two hours.
inside,adjective,He put the documents carefully in his inside pocket.
inside,adjective,inside information/knowledge
inside,noun,the inside of a car
inside,preposition,What’s inside the big box?
inside,preposition,He tried to get inside her mind.
inside,preposition,I should be back inside of two hours.
inside,adjective,Maloney had inside information about the investigation.
inside,preposition,They had been helped by someone working inside the firm.
inside,preposition,The work should be finished inside a week.
inside,adjective,He was able to give me inside knowledge on the company's finances.
inside,adjective,"As expected, the inside candidate was appointed."
inside,adjective,She is said by analysts to have the inside track on how the industry works.
insight,noun,"It was an interesting book, full of fascinating insights into human relationships."
insight,noun,Hurston’s writings were recognized for their insights.
insight,noun,an insightful observation
insist,verb,Greg still insists (that) he did nothing wrong.
insist,verb,She insisted on seeing her lawyer.
insist,verb,"I heard a soft, insistent rapping at the door."
insist,verb,She was insistently cheerful.
inspire,verb,His confident leadership inspired his followers.
inspire,verb,She inspires great loyalty among her followers.
inspire,verb,a piece of music inspired by dolphin sounds
inspire,verb,"When you inspire, you draw air into your lungs."
inspire,verb,She inspired her students to do the best they could.
inspire,verb,A successful TV program inspires many imitations.
install,verb,The plumber is coming tomorrow to install the new washing machine.
install,verb,"Andrew, can you help me install this software?"
install,verb,She has installed a couple of young academics as her advisers.
install,verb,He seems to have installed himself in your spare room for good!
install,verb,We’re having a new tile floor installed in the kitchen.
install,verb,The new president of the university was installed before the graduation ceremony.
install,verb,to install software
install,verb,The company would like to install wind turbines on the hill.
install,verb,He was installed as chief justice of the state Supreme Court.
instance,noun,There have been several instances of violence at the school.
instance,verb,She argued the need for legal reform and instanced several recent cases with grossly unfair verdicts.
instance,noun,There were several instances of computer failure before we got the system to work properly.
instead,adverb,There's no coffee - would you like a cup of tea instead?
instead,adverb,"If we don’t go to Europe this summer, where would you like to go instead (= what other place would you like to go)?"
institute,noun,the Massachusetts Institute of Technology
institute,verb,She is threatening to institute legal proceedings against the hospital.
institute,verb,These are some of the safety guidelines we’ve instituted in our hotels.
institute,noun,The National Institutes of Health fund medical research in many areas.
institute,noun,the Massachusetts Institute of Technology
institute,noun,the Institute of Directors
institute,verb,They promised to institute new guidelines in the wake of the scandal.
institution,noun,a medical/educational/financial institution
institution,noun,the venerable institution of marriage
institution,noun,The institution of the Freedom of Information Act has had a significant effect.
institution,noun,a charitable/educational/scientific institution
institution,noun,the institution of marriage
institution,noun,Traders said a certain institution had been trying to sell a lot of shares.
institution,noun,the institution of marriage
institution,noun,Many are now calling for the institution of a quota system in Parliament and other political bodies to ensure equality.
instruction,noun,The police who broke into the house were only acting on/under instructions.
instruction,noun,The cooking instructions say to bake it for half an hour.
instruction,noun,The video provides instruction on how to operate the computer.
instruction,noun,The course gives you basic instruction in car maintenance and repairs.
instruction,noun,The general received instructions to return to the base.
instruction,noun,Please read the instructions carefully.
instruction,noun,"It was a confusing instruction, and I wasn't sure what he wanted me to do."
instruction,noun,Simple computer processors execute instructions one after the other.
instruction,noun,You will receive instruction on how to operate the system.
instruction,noun,Be sure to read your instruction manual and follow the recommendations for safe operation.
instruction,noun,She was under instructions to report back to head office every day.
instruction,noun,"On the instructions of her solicitor, she refused to give a statement."
instruction,noun,The trainee learns by carrying out real work tasks under instruction from a more experienced colleague.
instructor,noun,an aerobics instructor
instructor,noun,a history/science/sociology instructor
instructor,noun,a driving/ski/swimming instructor
instructor,noun,a fitness/ski instructor
instrument,noun,Which instrument do you play?
instrument,noun,surgical instruments
instrument,noun,the instrument panel
instrument,noun,He saw the theatre as an instrument of change - a way of forcing people to consider social and political issues.
instrument,noun,They trade in the debt instruments of developing countries.
instrument,noun,"He plays saxophone, trumpet, and several other instruments."
instrument,noun,surgical instruments
instrument,noun,"Fixed-income instruments include bonds, Treasury bills, and notes."
instrument,noun,The first optical instruments were telescopes.
instrument,noun,flight instruments
instrument,noun,The main instrument of change was the bank credit card.
instrument,noun,This is a legal instrument and both claims will have to be decided by the English High Court.
insurance,noun,car/travel insurance
insurance,noun,Households are stockpiling food as insurance against price rises.
insurance,adjective,"Kelly scored a huge insurance goal to put the Puffins up by 2, with 3 minutes left. "
insurance,noun,fire/health/life insurance
insurance,noun,"car/holiday/home/health, etc. insurance"
insurance,noun,He's worked in insurance for over 20 years.
insurance,noun,They ask for 8% extra from customers who pay insurance by direct debit instead of as a lump sum.
insurance,noun,"I had to cancel the trip, but I got back nearly $1000 in insurance. "
insurance,noun,Insurances were given a new lease of life as the market's strength helped to allay solvency margin fears.
intelligence,noun,an intelligence test
intelligence,noun,the Central Intelligence Agency
intelligence,noun,He’s a child of normal intelligence but he’s emotionally immature.
intelligence,noun,foreign intelligence
intelligence,noun,"Her high intelligence, ability and drive were evident from the start."
intelligence,noun,We have good intelligence that they will be launching the latest model at next year's trade show.
intelligent,adjective,He is a highly intelligent person who can think outside the box.
intelligent,adjective,a highly intelligent woman
intelligent,adjective,She writes intelligently about the life of Mary Baker Eddy.
intelligent,adjective,"A lot of thoroughly intelligent, sensible people have fallen for the salesman's charm."
intelligent,adjective,intelligent software
intend,verb,We intend to go to Australia next year.
intend,verb,We intend to go to Australia next year to visit our daughter.
intend,verb,Do you think the insult was intentional?
intend,verb,The company was accused of intentionally dumping garbage into the river.
intended,noun,I shall be there with my intended.
intense,adjective,intense cold/heat/hatred
intense,adjective,an intense young man
intense,adjective,intense heat/cold
intense,adjective,an intense 13-week course
intense,adjective,"He was young and intense, and silly, too."
intention,noun,It wasn't my intention to exclude her from the list - I just forgot her.
intention,noun,I have no intention of selling this house.
interest,noun,I've always had an interest in astronomy.
interest,noun,On his form he lists his interests as cycling and cooking.
interest,noun,Would this book be of any interest to you?
interest,noun,A union looks after the interests of its members.
interest,noun,Interest charges on an overdraft are usually quite high.
interest,noun,You should put the money in a savings account where it will earn interest.
interest,noun,He is a multi-millionaire with business interests around the world.
interest,verb,Sport has never really interested me.
interest,noun,an interest in chess
interest,noun,Nothing much of interest was discussed.
interest,noun,A union looks after the interests of its members.
interest,noun,My savings account is earning 5% interest.
interest,verb,Sailing has never really interested me.
interest,noun,Interest charges on an overdraft are usually quite high.
interest,noun,You will earn interest at 4% as long as you have money in your account.
interest,noun,He is a multi-millionaire with business interests around the world.
interest,noun,Customers are showing a lot of interest in this new design.
interest,noun,"She lists her interests as music, running, and learning languages."
interest,noun,I think this report would be of interest to you.
interest,noun,A union looks after the interests of its members.
interested,adjective,He didn't seem very interested in what I was saying.
interested,adjective,All interested parties (= people who are involved) are advised to contact this office.
interested,adjective,He didn’t seem interested in coming.
interesting,adjective,She's quite an interesting woman.
interesting,adjective,"That's an interesting looking hat you're wearing, Neil!"
interesting,adjective,An interesting thing happened on the trip back.
internal,adjective,"He sustained injuries to his arms, legs, and several internal organs."
internal,adjective,The internal struggle with his conscience continued.
internal,adjective,Temperature is an indication of an object's internal energy level.
internal,adjective,The bank conducted its own internal investigation into the robbery.
internal,adjective,The government warned its neighbours not to interfere in its internal affairs.
internal,adjective,the internal organs of the body
internal,adjective,New directives were issued in an internal memo to board members.
internal,adjective,internal affairs/policies
international,adjective,international politics
international,noun,a one-day international
international,adjective,international affairs/trade
international,adjective,an internationally acclaimed scientist
international,adjective,The supermarket chain looks set to continue its policy of international expansion.
internet,noun,Use your phone to connect to the internet.
internet,noun,I learned about it on the Internet.
internet,noun,"When you shop on the internet, be careful where you buy and who you buy from."
internet,noun,You will need broadband internet in order to use this service.
internet,adjective,"In Asia, the cell phone is a primary internet connection device."
interpret,verb,It's difficult to interpret these statistics without knowing how they were obtained.
interpret,verb,If Shakespeare's plays are to reach a large audience they need to be interpreted in a modern style.
interpret,verb,We had to ask our guide to interpret for us.
interpret,verb,It’s difficult to interpret these statistics without knowing how they were obtained.
interpret,verb,I had to ask someone to interpret for me because I don’t know any Italian.
interrupt,verb,She tried to explain what had happened but he kept interrupting her.
interrupt,verb,We had to interrupt our trip when we heard John's mother had had an accident.
interrupt,verb,Please don’t interrupt until I’m finished.
interrupt,verb,I need to get some work done without interruption this afternoon.
interview,noun,a job interview
interview,noun,an exclusive interview with Johnny Depp
interview,verb,"We've had 200 applicants for the job, but we only plan to interview about 20 of them."
interview,verb,I interviewed for several jobs but I didn't get any of them.
interview,noun,a job interview
interview,noun,an interview with the British prime minister
interview,verb,"We interviewed dozens of applicants, and have narrowed the job search down to two."
interview,verb,She interviewed voters as they left the polls.
interview,noun,She has an interview for a new job tomorrow.
interview,noun,The company conducted research and interviews with customers throughout the country.
interview,noun,He made the allegations in an interview with the New York Times.
interview,verb,There were so many applicants for the job that we will be interviewing all week.
interview,verb,He interviewed for a number of jobs with banks and telephone companies.
interview,verb,The marketing department interviewed a random sample of 514 people aged 18+.
interview,verb,She interviewed 120 current and former employees of the company for her book.
into,preposition,"Would you put the jar back into the cupboard for me, please?"
into,preposition,Peel the cucumber and chop it into small cubes.
into,preposition,He's always walking into things when he doesn't have his glasses on.
into,preposition,She was looking straight into his eyes.
into,preposition,an inquiry into the cause of the accident
into,preposition,What's 5 into 125?
into,preposition,Jackie's really into classical music.
into,preposition,Pour some sugar into the bowl.
into,preposition,My father went into the army the day after the war began.
into,preposition,Jeanne is heavily into music.
into,preposition,Peel the potatoes and chop them into small cubes.
into,preposition,The driver apparently fell asleep and his car slammed into a tree.
into,preposition,5 into 10 is 2.
introduce,verb,Apple has sold many millions of iPods since the product was introduced in 2001.
introduce,verb,"I'd like to introduce my son, Mark."
introduce,verb,A haunting oboe solo introduces the third movement of the concerto.
introduce,verb,The director will introduce the film personally at its premiere.
introduce,verb,"I’d like to introduce you to my friend, Sally."
introduce,verb,It’s my distinct honor to introduce the president of the United States of America.
introduce,verb,When were music CDs first introduced?
introduce,verb,The company plans to introduce 45 new models over the next five years.
introduce,verb,The shares moved higher to their highest level in the 21 years since this market introduced crude oil futures.
introduce,verb,We will introduce a 10p starting rate of income tax for individuals.
introduce,verb,She plans to hold a meeting for all employees in the company to introduce her successor before she leaves.
introduce,verb,introduce a bill/measure
introduction,noun,The introduction of new working practices has dramatically improved productivity.
introduction,noun,You'll have to do/make the introductions - I don't know everyone's name.
introduction,noun,Have you read the introduction to the third edition?
introduction,noun,That trip was my introduction to winter sports.
introduction,noun,an introduction to psychology
introduction,noun,The author’s introduction explains the organization of the book.
introduction,noun,Let me do the introductions (= introduce everyone to each other).
introduction,noun,The introduction of express buses is scheduled for July.
introduction,noun,The company has announced the introduction of a new games console to the market.
introduction,noun,She has successfully enhanced the financial stability of the company through product introductions.
introduction,noun,Problems at the company have been caused by the introduction of a new computer system.
introduction,noun,Our next guest speaker needs little introduction.
introduction,noun,In the introduction to the book I used data from the Performance Measurement Association.
introduction,noun,The first step in Parliamentary procedure is the introduction and first reading of the bill.
invent,verb,The first safety razor was invented by company founder King C. Gillette in 1903.
invent,verb,But I didn't invent the story - everything I told you is true.
invent,verb,Gutenberg invented movable type in the 15th century.
invent,verb,I don’t know what I really saw and what I’ve invented.
invent,verb,One of the surest ways to make money in the stock market is to find a company that invents a new drug.
invent,verb,Managers often invent an explanation for their actions.
invention,noun,The world changed rapidly after the invention of the phone.
invention,noun,All that gossip about Linda was just pure invention.
invention,noun,The mountain bike was a California invention.
invention,noun,Turning an invention from an idea into a money-making product is a long job.
invention,noun,The company claims that this is the most important development since the invention of the printing press.
invest,verb,The institute will invest five million in the project.
invest,verb,She tends to invest a lot of energy in her work.
invest,verb,It's a good time to invest.
invest,verb,"You can invest up to £5,200 a year in a high-interest savings account."
invest,verb,The company plans to invest $325 million in its new plant.
investigate,verb,Police are investigating allegations of corruption involving senior executives.
investigate,verb,"There was a suspicious man near the playground, and we asked the police to investigate."
investigate,verb,She hired a private investigator to check into her husband’s activities.
investigate,verb,The FBI was called in to investigate.
investigate,verb,The IRS are investigating Williams for alleged tax fraud.
investigate,verb,Investigators discovered that the bank had covered up massive bad loans.
investigation,noun,An investigation has been under way for several days into the disappearance of a 13-year-old boy.
investigation,noun,a criminal investigation
investigation,noun,An investigation into possible insider dealing has been begun by the stock exchange.
investment,noun,The government wanted an inflow of foreign investment.
investment,noun,real estate investments
investment,noun,The company has increased its investment in research.
investment,noun,Investment in China has increased considerably.
investment,noun,good/bad/risky investment
investment,noun,The plan requires an estimated investment of €80 to €120 million.
invitation,noun,Thanks for the invitation to your birthday party.
invitation,noun,Leaving your house unlocked is an open (= clear) invitation to burglars.
invitation,noun,This is a once in a lifetime invitation to invest in your dream home in the sun.
invitation,noun,I need to order the wedding invitations.
invitation,noun,We received their wedding invitation today.
invitation,noun,Leaving your house unlocked is an open invitation to burglars (= encourages them).
invitation,noun,I received an invitation to dinner at a colleague's house.
invitation,noun,He rarely turns down an invitation to speak at a conference. 
invite,verb,We're invited to Lola's party.
invite,verb,"Offers in the region of £1,000,000 are invited for the property."
invite,verb,Behaving provocatively in class is just inviting trouble.
invite,noun,I didn't get an invite to their wedding.
invite,verb,Architects were invited to submit their designs for a new city hall.
invite,verb,"If you’re scared of an animal, make a lot of noise, because running away usually invites problems."
invite,verb,She is a good person to invite to this conference.
invite,verb,He will invite bids for the world's first e-university.
involve,verb,Research involving the use of biological warfare agents will be used for defensive purposes.
involve,verb,The second accident involved two cars and a lorry.
involve,verb,I prefer teaching methods that actively involve students in learning.
involve,verb,The accident involved two cars and a truck.
involve,verb,A good teacher tries to involve children in activities where they interact with each other.
involved,adjective,an involved reason/excuse/argument
involved,adjective,emotionally/romantically involved
involved,adjective,His story was so involved that I couldn’t follow it.
involved,adjective,Maria was so involved in her work that she didn’t hear me come in.
involved,adjective,"The couple was having a loud argument, and I was afraid to get involved."
iron,noun,Iron rusts easily.
iron,noun,a steam iron
iron,noun,He'll probably use a 2 or 3 iron for the shot.
iron,noun,It was common practice for the prisoners to be clapped in irons (= tied with chains).
iron,verb,It takes about five minutes to iron a shirt properly.
iron,adjective,I think you have to have an iron will to make some of these decisions.
iron,noun,Iron rusts easily.
iron,verb,I have to iron this skirt.
iron,adjective,iron ore
iron,noun,"Heavy industries, like iron and steel, can take advantage of the government's increased public-works spending."
island,noun,a desert island
island,noun,Manhattan is an island.
issue,noun,environmental/ethical/personal issues
issue,noun,The point at issue is what is best for the child.
issue,noun,Of course I'll help you - there's no need to make an issue of it.
issue,noun,I took issue with him over his interpretation of the instructions.
issue,noun,I feel like my dad has an issue with me having a husband with a different religion.
issue,noun,All the people in the study had low self-esteem and had issues with their bodies.
issue,noun,There's an article on motorbikes in the latest/next issue.
issue,verb,The office will be issuing permits on Tuesday and Thursday mornings.
issue,noun,There continues to be a great deal of debate over the property tax issue.
issue,noun,A new issue of postage stamps was released to honor women in the military.
issue,verb,"Reporters gathered on the White House lawn, hoping that the president would issue a statement."
issue,noun,bond/stock/share issue
issue,noun,"Since it is the largest issue and the market is witnessing poor performance, investors might not get value."
issue,noun,The latest issue of the journal features interviews with twelve great business leaders.
issue,noun,Issue of a new ten rupee coin replaced a note of a similar denomination already in circulation.
issue,noun,The service offers confidential help to filers who cannot resolve an issue through normal channels.
issue,noun,"Pleadings, depositions, and admissions on file show that there is no genuine issue."
issue,noun,The point at issue is what is best for the firm.
issue,noun,I took issue with him over his interpretation of the instructions.
issue,verb,issue shares/stock/bonds
issue,verb,A competitor issued a statement calling its bid superior to the one that had been accepted.
issue,verb,"The judge issued a writ of possession, an order that allowed the bank to take possession of the collateral."
issue,verb,Officials issued new passports to refugees at the consulate.
issue,verb,The regime in December issued new currency and wiped out private savings.
IT,pronoun,"""Where's my pen? It was on my desk a minute ago."" ""You left it by the phone."""
IT,pronoun,It's unlikely that she'll arrive on time.
IT,pronoun,What time is it?
IT,prefix,"The design of this bag makes it the ""it-bag"" for this summer."
IT,noun,I did an MSc in computer science and now work in IT.
IT,pronoun,I can’t find the newspaper. Do you know where it is?
IT,pronoun,It’s supposed to rain tomorrow.
IT,noun,Leapfrogging outdated IT is one way that developing nations can beat the industrialized world.
IT,noun,The IT industry has the systems to gather and manage more data than the world can produce. 
IT,noun,Take your computer to IT and they'll put a new hard drive in it.
item,noun,the last item on the list
item,noun,There are three items on the agenda.
item,noun,There's an interesting item on the back page.
item,noun,Buyers from stores are given the opportunity to go through fashion collections item by item and place orders.
item,noun,There were several more items on the agenda.
item,noun,a news item in this morning’s newspaper
item,noun,buy/purchase/select an item
item,noun,Please let me have any items for the agenda by 4 pm today.
item,noun,The main item on my agenda for today is writing my month-end reports.
its,determiner,The dog hurt its paw.
its,pronoun,The horse flicked its tail at the flies.
itself,pronoun,The cat licked itself all over.
itself,pronoun,The shop itself (= only the shopand nothing else) started 15 years ago but the internet side of the business is new.
itself,pronoun,The animal had been left in the house by itself for a week.
itself,pronoun,"The committee kept the results of the survey to itself (= did not tell anyone), fearing a bad public reaction."
itself,pronoun,The cat licked itself all over.
itself,pronoun,"The company itself is 15 years old, but the mail order business is new."
jacket,noun,a leather/denim/tweed jacket
jacket,noun,"Can you put the record back in its jacket, please?"
jacket,noun,a leather/denim jacket
jacket,noun,the book jacket
jam,noun,strawberry/raspberry jam
jam,noun,We were stuck in a jam for two hours.
jam,noun,She fed the documents into the machine making sure that there were no paper jams.
jam,noun,I'm in a jam - could you lend me some money till next week?
jam,noun,It's a real jam inside - it took me ten minutes to get to the bar.
